# {'participant': 'corentin', 'session': 'randTMS', 'EEG': 'Yes', 'date': '2022_févr._02_1713', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.01138903276207}
condition, block_num,subj, EEG,trial,time, stimulus, response
sham_arrhTMS_4,4,corentin,True,124,109.0154280663,tap,l
sham_arrhTMS_4,4,corentin,True,125,109.1337740421,stimulus,
sham_arrhTMS_4,4,corentin,True,125,109.7623400688,tap,l
sham_arrhTMS_4,4,corentin,True,126,109.8837859631,stimulus,
sham_arrhTMS_4,4,corentin,True,126,110.4971809387,tap,s
sham_arrhTMS_4,4,corentin,True,13,110.5237410069,pulse,NA
sham_arrhTMS_4,4,corentin,True,14,110.6239199638,pulse,NA
sham_arrhTMS_4,4,corentin,True,127,110.6338000298,stimulus,
sham_arrhTMS_4,4,corentin,True,15,110.7267899513,pulse,NA
sham_arrhTMS_4,4,corentin,True,17,111.0255999565,pulse,NA
sham_arrhTMS_4,4,corentin,True,127,111.2481210232,tap,l
sham_arrhTMS_4,4,corentin,True,128,111.3838350773,stimulus,
sham_arrhTMS_4,4,corentin,True,128,112.0478999615,tap,s
sham_arrhTMS_4,4,corentin,True,129,112.1338319778,stimulus,
sham_arrhTMS_4,4,corentin,True,130,112.8838720322,stimulus,
sham_arrhTMS_4,4,corentin,True,130,112.9246780872,tap,s
sham_arrhTMS_4,4,corentin,True,131,113.6339521408,stimulus,
sham_arrhTMS_4,4,corentin,True,131,113.6677410603,tap,l
sham_arrhTMS_4,4,corentin,True,131,114.3779809475,tap,l
sham_arrhTMS_4,4,corentin,True,132,114.3838939667,stimulus,
sham_arrhTMS_4,4,corentin,True,132,114.9465310574,tap,s
sham_arrhTMS_4,4,corentin,True,133,115.1339161396,stimulus,
sham_arrhTMS_4,4,corentin,True,133,115.6812710762,tap,s
sham_arrhTMS_4,4,corentin,True,134,115.8839321136,stimulus,
sham_arrhTMS_4,4,corentin,True,17,115.9488170147,pulse,NA
sham_arrhTMS_4,4,corentin,True,18,116.0267989635,pulse,NA
sham_arrhTMS_4,4,corentin,True,19,116.0942759514,pulse,NA
sham_arrhTMS_4,4,corentin,True,21,116.4507150650,pulse,NA
sham_arrhTMS_4,4,corentin,True,134,116.5013170242,tap,s
sham_arrhTMS_4,4,corentin,True,135,116.6339471340,stimulus,
sham_arrhTMS_4,4,corentin,True,135,117.2807431221,tap,s
sham_arrhTMS_4,4,corentin,True,136,117.3839731216,stimulus,
sham_arrhTMS_4,4,corentin,True,136,117.8370289803,tap,l
sham_arrhTMS_4,4,corentin,True,137,118.1340160370,stimulus,
sham_arrhTMS_4,4,corentin,True,137,118.7665889263,tap,l
sham_arrhTMS_4,4,corentin,True,138,118.8840119839,stimulus,
sham_arrhTMS_4,4,corentin,True,21,119.5855770111,pulse,NA
sham_arrhTMS_4,4,corentin,True,138,119.6150989532,tap,l
sham_arrhTMS_4,4,corentin,True,139,119.6340250969,stimulus,
sham_arrhTMS_4,4,corentin,True,22,119.7169229984,pulse,NA
sham_arrhTMS_4,4,corentin,True,23,119.7783460617,pulse,NA
sham_arrhTMS_4,4,corentin,True,25,120.0873298645,pulse,NA
sham_arrhTMS_4,4,corentin,True,140,120.3840510845,stimulus,
sham_arrhTMS_4,4,corentin,True,140,120.5526559353,tap,s
sham_arrhTMS_4,4,corentin,True,140,121.0846669674,tap,l
sham_arrhTMS_4,4,corentin,True,141,121.1340661049,stimulus,
sham_arrhTMS_4,4,corentin,True,141,121.8194439411,tap,s
sham_arrhTMS_4,4,corentin,True,142,121.8840799332,stimulus,
sham_arrhTMS_4,4,corentin,True,142,122.5622749329,tap,s
